name,medal_type,medal_date,gender,birth_date,country,discipline,event
SHENG Lihao,OURO,2024-07-27,MASCULINO,2004-12-04,China,Shooting,10m Air Rifle Mixed Team
KEUM Jihyeon,PRATA,2024-07-27,FEMININO,2000-03-17,Korea,Shooting,10m Air Rifle Mixed Team
PARK Hajun,PRATA,2024-07-27,MASCULINO,2000-04-19,Korea,Shooting,10m Air Rifle Mixed Team
LE Alexandra,BRONZE,2024-07-27,FEMININO,2004-05-03,Kazakhstan,Shooting,10m Air Rifle Mixed Team
SATPAYEV Islam,BRONZE,2024-07-27,MASCULINO,1998-09-21,Kazakhstan,Shooting,10m Air Rifle Mixed Team
HELD Ryan,OURO,2024-07-27,MASCULINO,1995-06-27,United States,Swimming,Men's 4 x 100m Freestyle Relay
KING Matt,OURO,2024-07-27,MASCULINO,2002-02-19,United States,Swimming,Men's 4 x 100m Freestyle Relay
ARMSTRONG Hunter,OURO,2024-07-27,MASCULINO,2001-01-24,United States,Swimming,Men's 4 x 100m Freestyle Relay
DRESSEL Caeleb,OURO,2024-07-27,MASCULINO,1996-08-16,United States,Swimming,Men's 4 x 100m Freestyle Relay
ALEXY Jack,OURO,2024-07-27,MASCULINO,2003-01-19,United States,Swimming,Men's 4 x 100m Freestyle Relay
GUILIANO Chris,OURO,2024-07-27,MASCULINO,2003-06-25,United States,Swimming,Men's 4 x 100m Freestyle Relay
CARTWRIGHT Jack,PRATA,2024-07-27,MASCULINO,1998-09-22,Australia,Swimming,Men's 4 x 100m Freestyle Relay
YANG William,PRATA,2024-07-27,MASCULINO,1998-10-11,Australia,Swimming,Men's 4 x 100m Freestyle Relay
SOUTHAM Flynn,PRATA,2024-07-27,MASCULINO,2005-06-05,Australia,Swimming,Men's 4 x 100m Freestyle Relay
CHALMERS Kyle,PRATA,2024-07-27,MASCULINO,1998-06-25,Australia,Swimming,Men's 4 x 100m Freestyle Relay
TAYLOR Kai,PRATA,2024-07-27,MASCULINO,2003-08-18,Australia,Swimming,Men's 4 x 100m Freestyle Relay
ZAZZERI Lorenzo,BRONZE,2024-07-27,MASCULINO,1994-08-09,Italy,Swimming,Men's 4 x 100m Freestyle Relay
DEPLANO Leonardo,BRONZE,2024-07-27,MASCULINO,1999-07-21,Italy,Swimming,Men's 4 x 100m Freestyle Relay
CONTE BONIN Paolo,BRONZE,2024-07-27,MASCULINO,2002-02-09,Italy,Swimming,Men's 4 x 100m Freestyle Relay
FRIGO Manuel,BRONZE,2024-07-27,MASCULINO,1997-02-18,Italy,Swimming,Men's 4 x 100m Freestyle Relay
CECCON Thomas,BRONZE,2024-07-27,MASCULINO,2001-01-27,Italy,Swimming,Men's 4 x 100m Freestyle Relay
MIRESSI Alessandro,BRONZE,2024-07-27,MASCULINO,1998-10-02,Italy,Swimming,Men's 4 x 100m Freestyle Relay
WUNSCH Olivia,OURO,2024-07-27,FEMININO,2006-05-31,Australia,Swimming,Women's 4 x 100m Freestyle Relay
CAMPBELL Bronte,OURO,2024-07-27,FEMININO,1994-05-14,Australia,Swimming,Women's 4 x 100m Freestyle Relay
HARRIS Meg,OURO,2024-07-27,FEMININO,2002-03-07,Australia,Swimming,Women's 4 x 100m Freestyle Relay
McKEON Emma,OURO,2024-07-27,FEMININO,1994-05-24,Australia,Swimming,Women's 4 x 100m Freestyle Relay
JACK Shayna,OURO,2024-07-27,FEMININO,1998-11-06,Australia,Swimming,Women's 4 x 100m Freestyle Relay
O'CALLAGHAN Mollie,OURO,2024-07-27,FEMININO,2004-04-02,Australia,Swimming,Women's 4 x 100m Freestyle Relay
WEITZEIL Abbey,PRATA,2024-07-27,FEMININO,1996-12-03,United States,Swimming,Women's 4 x 100m Freestyle Relay
MANUEL Simone,PRATA,2024-07-27,FEMININO,1996-08-02,United States,Swimming,Women's 4 x 100m Freestyle Relay
CONNOLLY Erika,PRATA,2024-07-27,FEMININO,1998-08-27,United States,Swimming,Women's 4 x 100m Freestyle Relay
DOUGLASS Kate,PRATA,2024-07-27,FEMININO,2001-11-17,United States,Swimming,Women's 4 x 100m Freestyle Relay
HUSKE Torri,PRATA,2024-07-27,FEMININO,2002-12-07,United States,Swimming,Women's 4 x 100m Freestyle Relay
WALSH Gretchen,PRATA,2024-07-27,FEMININO,2003-01-29,United States,Swimming,Women's 4 x 100m Freestyle Relay
CHENG Yujie,BRONZE,2024-07-27,FEMININO,2005-09-22,China,Swimming,Women's 4 x 100m Freestyle Relay
WU Qingfeng,BRONZE,2024-07-27,FEMININO,2003-01-28,China,Swimming,Women's 4 x 100m Freestyle Relay
YU Yiting,BRONZE,2024-07-27,FEMININO,2005-09-05,China,Swimming,Women's 4 x 100m Freestyle Relay
YANG Junxuan,BRONZE,2024-07-27,FEMININO,2002-01-26,China,Swimming,Women's 4 x 100m Freestyle Relay
ZHANG Yufei,BRONZE,2024-07-27,FEMININO,1998-04-19,China,Swimming,Women's 4 x 100m Freestyle Relay
JEON Hunyoung,OURO,2024-07-28,FEMININO,1994-05-29,Korea,Archery,Women's Team
LIM Sihyeon,OURO,2024-07-28,FEMININO,2003-06-13,Korea,Archery,Women's Team
NAM Suhyeon,OURO,2024-07-28,FEMININO,2005-01-27,Korea,Archery,Women's Team
AN Qixuan,PRATA,2024-07-28,FEMININO,2000-12-03,China,Archery,Women's Team
LI Jiaman,PRATA,2024-07-28,FEMININO,1997-08-18,China,Archery,Women's Team
YANG Xiaolei,PRATA,2024-07-28,FEMININO,2000-06-28,China,Archery,Women's Team
RUIZ Angela,BRONZE,2024-07-28,FEMININO,2006-07-28,Mexico,Archery,Women's Team
VALENCIA Alejandra,BRONZE,2024-07-28,FEMININO,1994-10-17,Mexico,Archery,Women's Team
VAZQUEZ Ana,BRONZE,2024-07-28,FEMININO,2000-10-05,Mexico,Archery,Women's Team
KIM Je Deok,OURO,2024-07-29,MASCULINO,2004-04-12,Korea,Archery,Men's Team
KIM Woojin,OURO,2024-07-29,MASCULINO,1992-06-20,Korea,Archery,Men's Team
LEE Wooseok,OURO,2024-07-29,MASCULINO,1997-08-07,Korea,Archery,Men's Team
ADDIS Baptiste,PRATA,2024-07-29,MASCULINO,2006-12-07,France,Archery,Men's Team
CHIRAULT Thomas,PRATA,2024-07-29,MASCULINO,1997-09-15,France,Archery,Men's Team
VALLADONT Jean-Charles,PRATA,2024-07-29,MASCULINO,1989-03-20,France,Archery,Men's Team
GAZOZ Mete,BRONZE,2024-07-29,MASCULINO,1999-06-08,Turkiye,Archery,Men's Team
TUMER Berkim,BRONZE,2024-07-29,MASCULINO,2002-04-30,Turkiye,Archery,Men's Team
YILDIRMIS Abdullah,BRONZE,2024-07-29,MASCULINO,2003-11-07,Turkiye,Archery,Men's Team
HASHIMOTO Daiki,OURO,2024-07-29,MASCULINO,2001-08-07,Japan,Artistic Gymnastics,Men's Team
KAYA Kazuma,OURO,2024-07-29,MASCULINO,1996-11-19,Japan,Artistic Gymnastics,Men's Team
OKA Shinnosuke,OURO,2024-07-29,MASCULINO,2003-10-31,Japan,Artistic Gymnastics,Men's Team
SUGINO Takaaki,OURO,2024-07-29,MASCULINO,1998-10-18,Japan,Artistic Gymnastics,Men's Team
TANIGAWA Wataru,OURO,2024-07-29,MASCULINO,1996-07-23,Japan,Artistic Gymnastics,Men's Team
LIU Yang,PRATA,2024-07-29,MASCULINO,1994-08-11,China,Artistic Gymnastics,Men's Team
SU Weide,PRATA,2024-07-29,MASCULINO,2000-03-19,China,Artistic Gymnastics,Men's Team
XIAO Ruoteng,PRATA,2024-07-29,MASCULINO,1996-01-30,China,Artistic Gymnastics,Men's Team
ZHANG Boheng,PRATA,2024-07-29,MASCULINO,2000-03-04,China,Artistic Gymnastics,Men's Team
ZOU Jingyuan,PRATA,2024-07-29,MASCULINO,1998-01-03,China,Artistic Gymnastics,Men's Team
HONG Asher,BRONZE,2024-07-29,MASCULINO,2004-03-23,United States,Artistic Gymnastics,Men's Team
JUDA Paul,BRONZE,2024-07-29,MASCULINO,2001-07-07,United States,Artistic Gymnastics,Men's Team
MALONE Brody,BRONZE,2024-07-29,MASCULINO,2000-01-07,United States,Artistic Gymnastics,Men's Team
NEDOROSCIK Stephen,BRONZE,2024-07-29,MASCULINO,1998-10-28,United States,Artistic Gymnastics,Men's Team
RICHARD Frederick,BRONZE,2024-07-29,MASCULINO,2004-04-23,United States,Artistic Gymnastics,Men's Team
LIAN Junjie,OURO,2024-07-29,MASCULINO,2000-11-03,China,Diving,Men's Synchronised 10m Platform
YANG Hao,OURO,2024-07-29,MASCULINO,1998-02-03,China,Diving,Men's Synchronised 10m Platform
DALEY Thomas,PRATA,2024-07-29,MASCULINO,1994-05-21,Great Britain,Diving,Men's Synchronised 10m Platform
WILLIAMS Noah,PRATA,2024-07-29,MASCULINO,2000-05-15,Great Britain,Diving,Men's Synchronised 10m Platform
WIENS Rylan,BRONZE,2024-07-29,MASCULINO,2002-01-02,Canada,Diving,Men's Synchronised 10m Platform
ZSOMBOR-MURRAY Nathan,BRONZE,2024-07-29,MASCULINO,2003-04-28,Canada,Diving,Men's Synchronised 10m Platform
McEWEN Tom,OURO,2024-07-29,MASCULINO,1991-05-10,Great Britain,Equestrian,Eventing Team
COLLETT Laura,OURO,2024-07-29,FEMININO,1989-08-31,Great Britain,Equestrian,Eventing Team
CANTER Rosalind,OURO,2024-07-29,FEMININO,1986-01-13,Great Britain,Equestrian,Eventing Team
INGHAM Yasmin,OURO,2024-07-29,FEMININO,1997-05-13,Great Britain,Equestrian,Eventing Team
LAGHOUAG Karim Florent,PRATA,2024-07-29,MASCULINO,1975-08-04,France,Equestrian,Eventing Team
LANDOIS Stephane,PRATA,2024-07-29,MASCULINO,1994-06-03,France,Equestrian,Eventing Team
TOUZAINT Nicolas,PRATA,2024-07-29,MASCULINO,1980-05-10,France,Equestrian,Eventing Team
le COZ Gireg,PRATA,2024-07-29,MASCULINO,1989-03-14,France,Equestrian,Eventing Team
KITAJIMA Ryuzo,BRONZE,2024-07-29,MASCULINO,1985-10-23,Japan,Equestrian,Eventing Team
OIWA Yoshiaki,BRONZE,2024-07-29,MASCULINO,1976-07-19,Japan,Equestrian,Eventing Team
TOMOTO Kazuma,BRONZE,2024-07-29,MASCULINO,1983-06-05,Japan,Equestrian,Eventing Team
TANAKA Toshiyuki,BRONZE,2024-07-29,MASCULINO,1985-02-02,Japan,Equestrian,Eventing Team
BILES Simone,OURO,2024-07-30,FEMININO,1997-03-14,United States,Artistic Gymnastics,Women's Team
CAREY Jade,OURO,2024-07-30,FEMININO,2000-05-27,United States,Artistic Gymnastics,Women's Team
CHILES Jordan,OURO,2024-07-30,FEMININO,2001-04-15,United States,Artistic Gymnastics,Women's Team
LEE Sunisa,OURO,2024-07-30,FEMININO,2003-03-09,United States,Artistic Gymnastics,Women's Team
RIVERA Hezly,OURO,2024-07-30,FEMININO,2008-06-04,United States,Artistic Gymnastics,Women's Team
ANDREOLI Angela,PRATA,2024-07-30,FEMININO,2006-06-06,Italy,Artistic Gymnastics,Women's Team
D'AMATO Alice,PRATA,2024-07-30,FEMININO,2003-02-07,Italy,Artistic Gymnastics,Women's Team
ESPOSITO Manila,PRATA,2024-07-30,FEMININO,2006-11-02,Italy,Artistic Gymnastics,Women's Team
IORIO Elisa,PRATA,2024-07-30,FEMININO,2003-03-21,Italy,Artistic Gymnastics,Women's Team
VILLA Giorgia,PRATA,2024-07-30,FEMININO,2003-02-23,Italy,Artistic Gymnastics,Women's Team
ANDRADE Rebeca,BRONZE,2024-07-30,FEMININO,1999-05-08,Brazil,Artistic Gymnastics,Women's Team
BARBOSA Jade,BRONZE,2024-07-30,FEMININO,1991-07-01,Brazil,Artistic Gymnastics,Women's Team
OLIVEIRA Lorrane,BRONZE,2024-07-30,FEMININO,1998-04-13,Brazil,Artistic Gymnastics,Women's Team
SARAIVA Flavia,BRONZE,2024-07-30,FEMININO,1999-09-30,Brazil,Artistic Gymnastics,Women's Team
SOARES Julia,BRONZE,2024-07-30,FEMININO,2005-08-23,Brazil,Artistic Gymnastics,Women's Team
FIAMINGO Rossella,OURO,2024-07-30,FEMININO,1991-07-14,Italy,Fencing,Women's Epee Team
RIZZI Giulia,OURO,2024-07-30,FEMININO,1989-06-20,Italy,Fencing,Women's Epee Team
SANTUCCIO Alberta,OURO,2024-07-30,FEMININO,1994-10-22,Italy,Fencing,Women's Epee Team
NAVARRIA Mara,OURO,2024-07-30,FEMININO,1985-07-18,Italy,Fencing,Women's Epee Team
VITALIS Coraline,PRATA,2024-07-30,FEMININO,1995-05-09,France,Fencing,Women's Epee Team
MALLO-BRETON Auriane,PRATA,2024-07-30,FEMININO,1993-10-11,France,Fencing,Women's Epee Team
CANDASSAMY Marie-Florence,PRATA,2024-07-30,FEMININO,1991-02-26,France,Fencing,Women's Epee Team
LOUIS-MARIE Alexandra,PRATA,2024-07-30,FEMININO,1996-03-03,France,Fencing,Women's Epee Team
KNAPIK-MIAZGA Renata,BRONZE,2024-07-30,FEMININO,1988-07-15,Poland,Fencing,Women's Epee Team
SWATOWSKA-WENGLARCZYK Martyna,BRONZE,2024-07-30,FEMININO,1994-07-08,Poland,Fencing,Women's Epee Team
KLASIK Alicja,BRONZE,2024-07-30,FEMININO,2004-02-14,Poland,Fencing,Women's Epee Team
JARECKA Aleksandra,BRONZE,2024-07-30,FEMININO,1995-10-11,Poland,Fencing,Women's Epee Team
POURI-LANE Risi,OURO,2024-07-30,FEMININO,2000-05-28,New Zealand,Rugby Sevens,Women
MILLER Jorja,OURO,2024-07-30,FEMININO,2004-02-08,New Zealand,Rugby Sevens,Women
WAAKA Stacey,OURO,2024-07-30,FEMININO,1995-11-03,New Zealand,Rugby Sevens,Women
NUKU Manaia,OURO,2024-07-30,FEMININO,2002-09-03,New Zealand,Rugby Sevens,Women
HIRINI Sarah,OURO,2024-07-30,FEMININO,1992-12-09,New Zealand,Rugby Sevens,Women
BLYDE Michaela,OURO,2024-07-30,FEMININO,1995-12-29,New Zealand,Rugby Sevens,Women
KING Tyla,OURO,2024-07-30,FEMININO,1994-07-01,New Zealand,Rugby Sevens,Women
PAUL Mahina,OURO,2024-07-30,FEMININO,2001-04-19,New Zealand,Rugby Sevens,Women
FELIX-HOTHAM Jazmin,OURO,2024-07-30,FEMININO,2000-07-02,New Zealand,Rugby Sevens,Women
SETEFANO Theresa,OURO,2024-07-30,FEMININO,1995-02-25,New Zealand,Rugby Sevens,Women
WOODMAN-WICKLIFFE Portia,OURO,2024-07-30,FEMININO,1991-07-12,New Zealand,Rugby Sevens,Women
SAILI Alena,OURO,2024-07-30,FEMININO,1998-12-13,New Zealand,Rugby Sevens,Women
CROSSLEY Caroline,PRATA,2024-07-30,FEMININO,1998-04-19,Canada,Rugby Sevens,Women
APPS Olivia,PRATA,2024-07-30,FEMININO,1998-12-01,Canada,Rugby Sevens,Women
CORRIGAN Alysha,PRATA,2024-07-30,FEMININO,1997-01-25,Canada,Rugby Sevens,Women
HOGAN-ROCHESTER Asia,PRATA,2024-07-30,FEMININO,1999-04-20,Canada,Rugby Sevens,Women
DANIELS Chloe,PRATA,2024-07-30,FEMININO,2003-04-27,Canada,Rugby Sevens,Women
WILLIAMS Charity,PRATA,2024-07-30,FEMININO,1996-10-20,Canada,Rugby Sevens,Women
SYMONDS Florence,PRATA,2024-07-30,FEMININO,2002-05-20,Canada,Rugby Sevens,Women
NORSTEN Carissa,PRATA,2024-07-30,FEMININO,2003-11-07,Canada,Rugby Sevens,Women
SCURFIELD Krissy,PRATA,2024-07-30,FEMININO,2003-06-15,Canada,Rugby Sevens,Women
BERMUDEZ Fancy,PRATA,2024-07-30,FEMININO,2002-05-27,Canada,Rugby Sevens,Women
LOGAN Piper,PRATA,2024-07-30,FEMININO,2001-07-13,Canada,Rugby Sevens,Women
WARDLEY Keyara,PRATA,2024-07-30,FEMININO,2000-01-27,Canada,Rugby Sevens,Women
PERRY Taylor,PRATA,2024-07-30,FEMININO,2000-07-23,Canada,Rugby Sevens,Women
VALENZUELA Shalaya,PRATA,2024-07-30,FEMININO,1999-06-12,Canada,Rugby Sevens,Women
RAMSEY Ariana,BRONZE,2024-07-30,FEMININO,2000-03-25,United States,Rugby Sevens,Women
MAHER Ilona,BRONZE,2024-07-30,FEMININO,1996-08-12,United States,Rugby Sevens,Women
CANETT Kayla,BRONZE,2024-07-30,FEMININO,1998-04-29,United States,Rugby Sevens,Women
SULLIVAN Sammy,BRONZE,2024-07-30,FEMININO,1998-05-22,United States,Rugby Sevens,Women
KELTER Alev,BRONZE,2024-07-30,FEMININO,1991-03-21,United States,Rugby Sevens,Women
DOYLE Lauren,BRONZE,2024-07-30,FEMININO,1991-02-23,United States,Rugby Sevens,Women
TAPPER Naya,BRONZE,2024-07-30,FEMININO,1994-08-03,United States,Rugby Sevens,Women
SEDRICK Alex,BRONZE,2024-07-30,FEMININO,1998-02-28,United States,Rugby Sevens,Women
OLSEN Alena,BRONZE,2024-07-30,FEMININO,1995-12-06,United States,Rugby Sevens,Women
ROVETTI Steph,BRONZE,2024-07-30,FEMININO,1991-10-02,United States,Rugby Sevens,Women
LEVY Sarah,BRONZE,2024-07-30,FEMININO,1995-12-27,United States,Rugby Sevens,Women
KIRSHE Kristi,BRONZE,2024-07-30,FEMININO,1994-10-14,United States,Rugby Sevens,Women
ARUNOVIC Zorana,OURO,2024-07-30,FEMININO,1986-11-22,Serbia,Shooting,10m Air Pistol Mixed Team
MIKEC Damir,OURO,2024-07-30,MASCULINO,1984-03-31,Serbia,Shooting,10m Air Pistol Mixed Team
TARHAN Sevval Ilayda,PRATA,2024-07-30,FEMININO,2000-02-04,Turkiye,Shooting,10m Air Pistol Mixed Team
DIKEC Yusuf,PRATA,2024-07-30,MASCULINO,1973-01-01,Turkiye,Shooting,10m Air Pistol Mixed Team
BHAKER Manu,BRONZE,2024-07-30,FEMININO,2002-02-18,India,Shooting,10m Air Pistol Mixed Team
SINGH Sarabjot,BRONZE,2024-07-30,MASCULINO,2001-09-30,India,Shooting,10m Air Pistol Mixed Team
GUY James,OURO,2024-07-30,MASCULINO,1995-11-26,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
McMILLAN Jack,OURO,2024-07-30,MASCULINO,2000-01-14,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
BIRD Kieran,OURO,2024-07-30,MASCULINO,1999-09-02,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
DEAN Tom,OURO,2024-07-30,MASCULINO,2000-05-02,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
RICHARDS Matthew,OURO,2024-07-30,MASCULINO,2002-12-17,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
SCOTT Duncan,OURO,2024-07-30,MASCULINO,1997-05-06,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
KIBLER Drew,PRATA,2024-07-30,MASCULINO,2000-03-09,United States,Swimming,Men's 4 x 200m Freestyle Relay
CURRY Brooks,PRATA,2024-07-30,MASCULINO,2001-01-20,United States,Swimming,Men's 4 x 200m Freestyle Relay
PIERONI Blake,PRATA,2024-07-30,MASCULINO,1995-11-15,United States,Swimming,Men's 4 x 200m Freestyle Relay
GUILIANO Chris,PRATA,2024-07-30,MASCULINO,2003-06-25,United States,Swimming,Men's 4 x 200m Freestyle Relay
FOSTER Carson,PRATA,2024-07-30,MASCULINO,2001-10-26,United States,Swimming,Men's 4 x 200m Freestyle Relay
HOBSON Luke,PRATA,2024-07-30,MASCULINO,2003-06-25,United States,Swimming,Men's 4 x 200m Freestyle Relay
SMITH Kieran,PRATA,2024-07-30,MASCULINO,2000-05-20,United States,Swimming,Men's 4 x 200m Freestyle Relay
TAYLOR Kai,BRONZE,2024-07-30,MASCULINO,2003-08-18,Australia,Swimming,Men's 4 x 200m Freestyle Relay
INCERTI Zac,BRONZE,2024-07-30,MASCULINO,1996-07-13,Australia,Swimming,Men's 4 x 200m Freestyle Relay
SOUTHAM Flynn,BRONZE,2024-07-30,MASCULINO,2005-06-05,Australia,Swimming,Men's 4 x 200m Freestyle Relay
NEILL Thomas,BRONZE,2024-07-30,MASCULINO,2002-06-09,Australia,Swimming,Men's 4 x 200m Freestyle Relay
GIULIANI Maximillian,BRONZE,2024-07-30,MASCULINO,2003-07-03,Australia,Swimming,Men's 4 x 200m Freestyle Relay
WINNINGTON Elijah,BRONZE,2024-07-30,MASCULINO,2000-05-05,Australia,Swimming,Men's 4 x 200m Freestyle Relay
WANG Chuqin,OURO,2024-07-30,MASCULINO,2000-05-11,China,Table Tennis,Mixed Doubles
SUN Yingsha,OURO,2024-07-30,FEMININO,2000-11-04,China,Table Tennis,Mixed Doubles
RI Jong Sik,PRATA,2024-07-30,MASCULINO,2000-02-14,DPR Korea,Table Tennis,Mixed Doubles
KIM Kum Yong,PRATA,2024-07-30,FEMININO,2001-08-17,DPR Korea,Table Tennis,Mixed Doubles
LIM Jonghoon,BRONZE,2024-07-30,MASCULINO,1997-01-21,Korea,Table Tennis,Mixed Doubles
SHIN Yubin,BRONZE,2024-07-30,FEMININO,2004-07-05,Korea,Table Tennis,Mixed Doubles
CHEN Yuxi,OURO,2024-07-31,FEMININO,2005-09-11,China,Diving,Women's Synchronised 10m Platform
QUAN Hongchan,OURO,2024-07-31,FEMININO,2007-03-28,China,Diving,Women's Synchronised 10m Platform
JO Jin Mi,PRATA,2024-07-31,FEMININO,2004-11-15,DPR Korea,Diving,Women's Synchronised 10m Platform
KIM Mi Rae,PRATA,2024-07-31,FEMININO,2001-04-07,DPR Korea,Diving,Women's Synchronised 10m Platform
SPENDOLINI SIRIEIX Andrea,BRONZE,2024-07-31,FEMININO,2004-09-11,Great Britain,Diving,Women's Synchronised 10m Platform
TOULSON Lois,BRONZE,2024-07-31,FEMININO,1999-09-26,Great Britain,Diving,Women's Synchronised 10m Platform
GU Bongil,OURO,2024-07-31,MASCULINO,1989-04-27,Korea,Fencing,Men's Sabre Team
OH Sanguk,OURO,2024-07-31,MASCULINO,1996-09-30,Korea,Fencing,Men's Sabre Team
PARK Sangwon,OURO,2024-07-31,MASCULINO,2000-09-14,Korea,Fencing,Men's Sabre Team
DO Gyeongdong,OURO,2024-07-31,MASCULINO,1999-08-19,Korea,Fencing,Men's Sabre Team
GEMESI Csanad,PRATA,2024-07-31,MASCULINO,1986-11-13,Hungary,Fencing,Men's Sabre Team
SZILAGYI Aron,PRATA,2024-07-31,MASCULINO,1990-01-14,Hungary,Fencing,Men's Sabre Team
SZATMARI Andras,PRATA,2024-07-31,MASCULINO,1993-02-03,Hungary,Fencing,Men's Sabre Team
RABB Krisztian,PRATA,2024-07-31,MASCULINO,2001-11-10,Hungary,Fencing,Men's Sabre Team
APITHY Bolade,BRONZE,2024-07-31,MASCULINO,1985-08-21,France,Fencing,Men's Sabre Team
PIANFETTI Maxime,BRONZE,2024-07-31,MASCULINO,1999-03-15,France,Fencing,Men's Sabre Team
PATRICE Sebastien,BRONZE,2024-07-31,MASCULINO,2000-04-07,France,Fencing,Men's Sabre Team
PATRICE Jean-Philippe,BRONZE,2024-07-31,MASCULINO,1997-03-12,France,Fencing,Men's Sabre Team
van LIEROP Lennart,OURO,2024-07-31,MASCULINO,1994-05-20,Netherlands,Rowing,Men's Quadruple Sculls
FLORIJN Finn,OURO,2024-07-31,MASCULINO,1999-11-29,Netherlands,Rowing,Men's Quadruple Sculls
WIETEN Tone,OURO,2024-07-31,MASCULINO,1994-03-17,Netherlands,Rowing,Men's Quadruple Sculls
METSEMAKERS Koen,OURO,2024-07-31,MASCULINO,1992-04-30,Netherlands,Rowing,Men's Quadruple Sculls
CHIUMENTO Luca,PRATA,2024-07-31,MASCULINO,1997-11-19,Italy,Rowing,Men's Quadruple Sculls
RAMBALDI Luca,PRATA,2024-07-31,MASCULINO,1994-12-09,Italy,Rowing,Men's Quadruple Sculls
PANIZZA Andrea,PRATA,2024-07-31,MASCULINO,1998-07-14,Italy,Rowing,Men's Quadruple Sculls
GENTILI Giacomo,PRATA,2024-07-31,MASCULINO,1997-07-03,Italy,Rowing,Men's Quadruple Sculls
CZAJA Dominik,BRONZE,2024-07-31,MASCULINO,1995-08-12,Poland,Rowing,Men's Quadruple Sculls
BISKUP Mateusz,BRONZE,2024-07-31,MASCULINO,1994-02-08,Poland,Rowing,Men's Quadruple Sculls
ZIETARSKI Miroslaw,BRONZE,2024-07-31,MASCULINO,1993-03-09,Poland,Rowing,Men's Quadruple Sculls
BARANSKI Fabian,BRONZE,2024-07-31,MASCULINO,1999-05-27,Poland,Rowing,Men's Quadruple Sculls
HENRY Lauren,OURO,2024-07-31,FEMININO,2001-12-21,Great Britain,Rowing,Women's Quadruple Sculls
SCOTT Hannah,OURO,2024-07-31,FEMININO,1999-06-18,Great Britain,Rowing,Women's Quadruple Sculls
ANDERSON Lola,OURO,2024-07-31,FEMININO,1998-04-16,Great Britain,Rowing,Women's Quadruple Sculls
BRAYSHAW Georgina,OURO,2024-07-31,FEMININO,1993-10-14,Great Britain,Rowing,Women's Quadruple Sculls
YOUSSIFOU Laila,PRATA,2024-07-31,FEMININO,1996-01-02,Netherlands,Rowing,Women's Quadruple Sculls
PAULIS Bente,PRATA,2024-07-31,FEMININO,1997-02-14,Netherlands,Rowing,Women's Quadruple Sculls
de JONG Roos,PRATA,2024-07-31,FEMININO,1993-08-23,Netherlands,Rowing,Women's Quadruple Sculls
DULLEMANS Tessa,PRATA,2024-07-31,FEMININO,1997-07-02,Netherlands,Rowing,Women's Quadruple Sculls
VOELZ Maren,BRONZE,2024-07-31,FEMININO,1999-11-20,Germany,Rowing,Women's Quadruple Sculls
SCHENDEKEHL Tabea,BRONZE,2024-07-31,FEMININO,1998-11-29,Germany,Rowing,Women's Quadruple Sculls
MENZEL Leonie,BRONZE,2024-07-31,FEMININO,1999-05-19,Germany,Rowing,Women's Quadruple Sculls
GREITEN Pia,BRONZE,2024-07-31,FEMININO,1997-02-18,Germany,Rowing,Women's Quadruple Sculls
SCRUGGS Lauren,OURO,2024-08-01,FEMININO,2003-01-27,United States,Fencing,Women's Foil Team
KIEFER Lee,OURO,2024-08-01,FEMININO,1994-06-15,United States,Fencing,Women's Foil Team
DUBROVICH Jacqueline,OURO,2024-08-01,FEMININO,1994-07-18,United States,Fencing,Women's Foil Team
WEINTRAUB Maia Mei,OURO,2024-08-01,FEMININO,2002-10-24,United States,Fencing,Women's Foil Team
ERRIGO Arianna,PRATA,2024-08-01,FEMININO,1988-06-06,Italy,Fencing,Women's Foil Team
FAVARETTO Martina,PRATA,2024-08-01,FEMININO,2001-11-15,Italy,Fencing,Women's Foil Team
VOLPI Alice,PRATA,2024-08-01,FEMININO,1992-04-15,Italy,Fencing,Women's Foil Team
PALUMBO Francesca,PRATA,2024-08-01,FEMININO,1994-02-10,Italy,Fencing,Women's Foil Team
AZUMA Sera,BRONZE,2024-08-01,FEMININO,1999-08-20,Japan,Fencing,Women's Foil Team
UENO Yuka,BRONZE,2024-08-01,FEMININO,2001-11-28,Japan,Fencing,Women's Foil Team
MIYAWAKI Karin,BRONZE,2024-08-01,FEMININO,1997-02-04,Japan,Fencing,Women's Foil Team
KIKUCHI Komaki,BRONZE,2024-08-01,FEMININO,1997-02-22,Japan,Fencing,Women's Foil Team
CORNEA Andrei Sebastian,OURO,2024-08-01,MASCULINO,1999-11-10,Romania,Rowing,Men's Double Sculls
ENACHE Marian Florian,OURO,2024-08-01,MASCULINO,1995-08-05,Romania,Rowing,Men's Double Sculls
TWELLAAR Melvin,PRATA,2024-08-01,MASCULINO,1996-12-23,Netherlands,Rowing,Men's Double Sculls
BROENINK Stef,PRATA,2024-08-01,MASCULINO,1990-09-19,Netherlands,Rowing,Men's Double Sculls
LYNCH Daire,BRONZE,2024-08-01,MASCULINO,1998-06-19,Ireland,Rowing,Men's Double Sculls
